-5.37888E-06;-0.277533271;954.2169459
-5.37128E-06;-0.277543916;954.2207331
-5.36374E-06;-0.277554458;954.2244768
-5.35624E-06;-0.277564897;954.2281771
-5.34879E-06;-0.277575235;954.231834
-5.3414E-06;-0.27758547;954.2354476
-5.33405E-06;-0.277595602;954.2390178
-5.32676E-06;-0.277605633;954.2425447
-5.31951E-06;-0.277615561;954.2460283
-5.31232E-06;-0.277625388;954.2494686
-5.30517E-06;-0.277635112;954.2528657
-5.29807E-06;-0.277644735;954.2562196
-5.29103E-06;-0.277654256;954.2595303
-5.28403E-06;-0.277663676;954.2627978
-5.27708E-06;-0.277672994;954.2660221
-5.27018E-06;-0.277682211;954.2692033
-5.26333E-06;-0.277691327;954.2723415
-5.25653E-06;-0.277700342;954.2754366
-5.24978E-06;-0.277709256;954.2784886
-5.24308E-06;-0.277718069;954.2814977
-5.23643E-06;-0.277726781;954.2844638
-5.22982E-06;-0.277735393;954.287387
-5.22327E-06;-0.277743905;954.2902673
-5.21676E-06;-0.277752316;954.2931048
-5.2103E-06;-0.277760628;954.2958994
-5.20389E-06;-0.277768839;954.2986512
-5.19753E-06;-0.27777695;954.3013603
-5.19122E-06;-0.277784962;954.3040266
-5.18496E-06;-0.277792874;954.3066502
-5.17874E-06;-0.277800687;954.3092311
-5.17258E-06;-0.2778084;954.3117694
-5.16646E-06;-0.277816014;954.3142651
-5.16039E-06;-0.277823529;954.3167181
-5.15436E-06;-0.277830945;954.3191286
-5.14839E-06;-0.277838262;954.3214965
-5.14246E-06;-0.27784548;954.323822
-5.13659E-06;-0.277852599;954.3261049
-5.13075E-06;-0.27785962;954.3283454
-5.12497E-06;-0.277866543;954.3305435
-5.11924E-06;-0.277873367;954.3326992
-5.11355E-06;-0.277880093;954.3348126
-5.10791E-06;-0.27788672;954.3368836
-5.10232E-06;-0.27789325;954.3389123
-5.09677E-06;-0.277899682;954.3408988
-5.09127E-06;-0.277906017;954.342843
-5.08582E-06;-0.277912253;954.344745
-5.08042E-06;-0.277918393;954.3466049
-5.07506E-06;-0.277924434;954.3484226
-5.06975E-06;-0.277930379;954.3501983
-5.06449E-06;-0.277936227;954.3519318
-5.05927E-06;-0.277941978;954.3536234
-5.0541E-06;-0.277947632;954.3552729
-5.04898E-06;-0.277953189;954.3568806
-5.04391E-06;-0.27795865;954.3584462
-5.03888E-06;-0.277964014;954.3599701
-5.03389E-06;-0.277969282;954.361452
-5.02896E-06;-0.277974454;954.3628922
-5.02407E-06;-0.27797953;954.3642906
-5.01923E-06;-0.27798451;954.3656472
-5.01443E-06;-0.277989395;954.3669621
-5.00968E-06;-0.277994183;954.3682354
-5.00497E-06;-0.277998877;954.369467
-5.00031E-06;-0.278003474;954.370657
-4.9957E-06;-0.278007977;954.3718055
-4.99113E-06;-0.278012384;954.3729124
-4.98661E-06;-0.278016697;954.3739779
-4.98213E-06;-0.278020915;954.3750019
-4.9777E-06;-0.278025038;954.3759845
-4.97332E-06;-0.278029066;954.3769257
-4.96898E-06;-0.278033;954.3778256
-4.96468E-06;-0.278036839;954.3786841
-4.96044E-06;-0.278040585;954.3795014
-4.95623E-06;-0.278044236;954.3802775
-4.95207E-06;-0.278047793;954.3810123
-4.94796E-06;-0.278051256;954.381706
-4.94389E-06;-0.278054626;954.3823586
-4.93987E-06;-0.278057902;954.3829701
-4.93589E-06;-0.278061084;954.3835405
-4.93196E-06;-0.278064174;954.38407
-4.92807E-06;-0.278067169;954.3845584
-4.92422E-06;-0.278070072;954.3850059
-4.92043E-06;-0.278072882;954.3854126
-4.91667E-06;-0.278075599;954.3857784
-4.91296E-06;-0.278078224;954.3861033
-4.90929E-06;-0.278080756;954.3863876
-4.90567E-06;-0.278083195;954.386631
-4.90209E-06;-0.278085542;954.3868339
-4.89856E-06;-0.278087797;954.386996
-4.89507E-06;-0.27808996;954.3871176
-4.89163E-06;-0.278092031;954.3871986
-4.88822E-06;-0.278094011;954.3872391
-4.88487E-06;-0.278095898;954.3872392
-4.88155E-06;-0.278097695;954.3871988
-4.87828E-06;-0.2780994;954.3871181
-4.87506E-06;-0.278101014;954.3869971
-4.87187E-06;-0.278102537;954.3868357
-4.86873E-06;-0.278103969;954.3866342
-4.86564E-06;-0.27810531;954.3863925
-4.86258E-06;-0.278106561;954.3861106
-4.85957E-06;-0.278107721;954.3857886
-4.85661E-06;-0.278108791;954.3854266
-4.85368E-06;-0.278109771;954.3850246
-4.8508E-06;-0.278110661;954.3845826
-4.84797E-06;-0.278111461;954.3841008
-4.84517E-06;-0.278112171;954.383579
-4.84242E-06;-0.278112791;954.3830175
-4.83971E-06;-0.278113322;954.3824161
-4.83704E-06;-0.278113764;954.3817751
-4.83442E-06;-0.278114117;954.3810943
-4.83184E-06;-0.27811438;954.380374
-4.8293E-06;-0.278114554;954.379614
-4.8268E-06;-0.27811464;954.3788145
-4.82435E-06;-0.278114637;954.3779755
-4.82194E-06;-0.278114545;954.3770971
-4.81957E-06;-0.278114366;954.3761793
-4.81724E-06;-0.278114097;954.3752221
-4.81495E-06;-0.278113741;954.3742257
-4.81271E-06;-0.278113297;954.3731899
-4.8105E-06;-0.278112764;954.372115
-4.80834E-06;-0.278112145;954.371001
-4.80622E-06;-0.278111437;954.3698479
-4.80415E-06;-0.278110643;954.3686557
-4.80211E-06;-0.27810976;954.3674245
-4.80012E-06;-0.278108791;954.3661544
-4.79816E-06;-0.278107735;954.3648454
-4.79625E-06;-0.278106592;954.3634976
-4.79438E-06;-0.278105363;954.362111
-4.79255E-06;-0.278104047;954.3606857
-4.79076E-06;-0.278102645;954.3592217
-4.78902E-06;-0.278101156;954.3577192
-4.78731E-06;-0.278099582;954.356178
-4.78565E-06;-0.278097921;954.3545984
-4.78402E-06;-0.278096175;954.3529803
-4.78244E-06;-0.278094344;954.3513239
-4.78089E-06;-0.278092427;954.3496291
-4.77939E-06;-0.278090424;954.347896
-4.77793E-06;-0.278088337;954.3461247
-4.77651E-06;-0.278086164;954.3443152
-4.77512E-06;-0.278083907;954.3424676
-4.77378E-06;-0.278081565;954.3405819
-4.77248E-06;-0.278079138;954.3386583
-4.77122E-06;-0.278076628;954.3366967
-4.77E-06;-0.278074032;954.3346972
